,공포_1,공포_0
0,0.0112,0.0475
1,0.0189285714285714,0.06
2,0.0135714285714285,0.0323076923076923
3,0.02,0.0322222222222222
4,0.02,0.0541176470588235
5,0.0177777777777777,0.0294285714285714
6,0.0151851851851851,0.0274285714285714
7,0.0192857142857142,0.026
8,0.0189285714285714,0.0611111111111111
9,0.0196428571428571,0.0
10,0.0203571428571428,0.0
11,0.0146428571428571,0.135
12,0.0089285714285714,0.0235294117647058
13,0.0103703703703703,0.0162857142857142
14,0.0151851851851851,0.0625714285714285
15,0.0118518518518518,0.0282857142857142
16,0.0074074074074074,0.0282857142857143
17,0.0088888888888888,0.0382857142857143
18,0.0089285714285714,0.0228571428571428
19,0.0103571428571428,0.0351428571428571
20,0.0530769230769231,0.0536111111111111
21,0.0141379310344827,0.0136111111111111
22,0.0196296296296296,0.0
23,0.0234782608695652,0.0005714285714285
24,0.044074074074074,0.0036111111111111
25,0.006551724137931,0.008
26,0.0053571428571428,0.0105714285714285
27,0.0078571428571428,0.0165714285714285
28,0.0360714285714285,0.0858333333333333
29,0.0336,0.0454545454545454
30,0.0295,0.0490322580645161
31,0.0032142857142857,0.0993333333333333
32,0.0067857142857142,0.0241666666666666
33,0.0776,0.0376190476190476
34,0.0540740740740741,0.0386666666666666
35,0.0885185185185185,0.0305555555555555
36,0.0996428571428571,0.0309523809523809
37,0.05,0.0252
38,0.1010714285714285,0.0288888888888889
39,0.06,0.1384615384615384
40,0.0224137931034482,0.0109375
41,0.0741379310344827,0.014
42,0.0137931034482758,0.0197142857142857
43,0.023103448275862,0.0225714285714285
44,0.0242857142857143,0.018
45,0.0239130434782608,0.0114285714285714
46,0.1169565217391304,0.0157142857142857
47,0.07375,0.0217142857142857
48,0.0535714285714285,0.0211428571428571
49,0.0242857142857142,0.028
50,0.0914285714285714,0.0242857142857142
51,0.014074074074074,0.0211428571428571
52,0.0251724137931034,0.0231428571428571
53,0.0354545454545454,0.0248571428571428
54,0.021578947368421,0.0205714285714285
55,0.0147619047619047,0.0185714285714285
56,0.02375,0.02
57,0.0114814814814814,0.0237142857142857
58,0.0277777777777777,0.0503030303030303
59,0.0155172413793103,0.1194285714285714
60,0.0093103448275862,0.0326470588235294
61,0.0653571428571428,0.0297222222222222
62,0.0742857142857142,0.0362857142857142
63,0.086875,0.0394285714285714
64,0.051578947368421,0.0214285714285714
65,0.0512,0.0397142857142857
66,0.0477272727272727,0.0902857142857143
67,0.0465384615384615,0.0475
68,0.0927272727272727,0.02
69,0.0304761904761904,0.0105555555555555
70,0.01,0.0111428571428571
71,0.0153571428571428,0.0308571428571428
72,0.0051851851851851,0.0511428571428571
73,0.0085714285714285,0.0357142857142857
74,0.0121428571428571,0.0454545454545454
75,0.0171428571428571,0.0234285714285714
76,0.0125,0.0097222222222222
77,0.0118518518518518,0.0114285714285714
78,0.0235714285714285,0.0154285714285714
79,0.0179310344827586,0.0237142857142857
80,0.0224137931034482,0.0171428571428571
81,0.0265384615384615,0.0328571428571428
82,0.0267857142857142,0.0122857142857142
83,0.0324137931034482,0.01125
84,0.0253333333333333,0.0153333333333333
85,0.0258620689655172,0.0051724137931034
86,0.0217857142857142,0.0157142857142857
87,0.0224137931034482,0.0452631578947368
88,0.0182758620689655,0.0142424242424242
89,0.0289285714285714,0.0148484848484848
90,0.0379310344827586,0.0483333333333333
91,0.0358620689655172,0.1025714285714285
92,0.0248275862068965,0.0205555555555555
93,0.0217241379310344,0.0203225806451612
94,0.0289285714285714,0.0414285714285714
95,0.0244444444444444,0.0313888888888889
96,0.0229629629629629,0.0497222222222222
97,0.0271428571428571,0.0445454545454545
98,0.0242857142857143,0.0134375
99,0.0275,0.0108571428571428
100,0.025,0.0385714285714285
101,0.0217857142857142,0.0382857142857143
102,0.0106896551724137,0.0325714285714285
103,0.0057692307692307,0.0190625
104,0.0085714285714285,0.0194285714285714
105,0.0085714285714285,0.0197142857142857
106,0.01,0.018
107,0.0117241379310344,0.0202777777777777
